theta max(rad),theta settling time(s),x final value(m),x settling time(s),l final value(m),l settling time(s),lambda 1,k,lambda 2,alpha 1
0.06095,21.36,4.999,13.29,1.0,13.54,1.0,1.0,0.85,1.5
0.0042,70.03,4.884,-0.01,3.809,-0.01,0.05,0.05,0.9,1.5
0.00399,58.97,4.996,72.49,3.809,-0.01,0.1,0.05,0.9,1.5
0.0038,59.61,5.0,60.4,3.809,-0.01,0.15,0.05,0.9,1.5
0.00367,64.75,5.0,59.92,3.809,-0.01,0.2,0.05,0.9,1.5
0.00353,74.14,5.0,64.23,3.809,-0.01,0.25,0.05,0.9,1.5
0.0034,79.72,5.0,70.52,3.809,-0.01,0.3,0.05,0.9,1.5
0.0033,79.19,4.995,78.13,3.809,-0.01,0.35,0.05,0.9,1.5
0.00307,34.14,4.843,-0.01,3.809,-0.01,0.4,0.05,0.9,1.5
0.00295,34.37,4.32,-0.01,3.809,-0.01,0.45,0.05,0.9,1.5
0.00284,34.54,3.899,-0.01,3.809,-0.01,0.5,0.05,0.9,1.5
0.00274,36.69,3.553,-0.01,3.809,-0.01,0.55,0.05,0.9,1.5
0.00265,36.93,3.264,-0.01,3.809,-0.01,0.6,0.05,0.9,1.5
0.00256,39.02,3.017,-0.01,3.809,-0.01,0.65,0.05,0.9,1.5
0.00248,39.32,2.806,-0.01,3.809,-0.01,0.7,0.05,0.9,1.5
0.00241,41.45,2.622,-0.01,3.809,-0.01,0.75,0.05,0.9,1.5
0.00233,41.73,2.461,-0.01,3.809,-0.01,0.8,0.05,0.9,1.5
0.00226,43.91,2.318,-0.01,3.809,-0.01,0.85,0.05,0.9,1.5
0.0022,44.13,2.191,-0.01,3.809,-0.01,0.9,0.05,0.9,1.5
0.00214,46.35,2.077,-0.01,3.809,-0.01,0.95,0.05,0.9,1.5
0.00208,48.51,1.975,-0.01,3.809,-0.01,1.0,0.05,0.9,1.5
0.00841,67.31,4.899,-0.01,1.619,-0.01,0.05,0.1,0.9,1.5
0.00799,51.2,4.999,65.81,1.619,-0.01,0.1,0.1,0.9,1.5
0.00761,47.36,4.999,49.13,1.619,-0.01,0.15,0.1,0.9,1.5
0.00726,47.73,4.999,43.14,1.619,-0.01,0.2,0.1,0.9,1.5
0.00708,52.78,5.0,41.7,1.619,-0.01,0.25,0.1,0.9,1.5
0.0069,57.3,5.0,42.88,1.618,-0.01,0.3,0.1,0.9,1.5
0.00665,61.57,5.0,44.99,1.618,-0.01,0.35,0.1,0.9,1.5
0.00644,65.82,5.0,48.27,1.618,-0.01,0.4,0.1,0.9,1.5
0.00627,70.06,5.0,51.34,1.618,-0.01,0.45,0.1,0.9,1.5
0.00612,74.29,5.0,55.46,1.618,-0.01,0.5,0.1,0.9,1.5
0.00599,78.59,5.0,59.8,1.618,-0.01,0.55,0.1,0.9,1.5
0.00589,78.85,5.0,64.22,1.618,-0.01,0.6,0.1,0.9,1.5
0.00581,79.73,5.0,68.62,1.618,-0.01,0.65,0.1,0.9,1.5
0.00574,79.78,5.0,72.98,1.618,-0.01,0.7,0.1,0.9,1.5
0.00569,79.98,4.999,77.45,1.618,-0.01,0.75,0.1,0.9,1.5
0.00467,43.63,4.921,-0.01,1.618,-0.01,0.8,0.1,0.9,1.5
0.00453,43.84,4.636,-0.01,1.618,-0.01,0.85,0.1,0.9,1.5
0.0044,45.73,4.382,-0.01,1.618,-0.01,0.9,0.1,0.9,1.5
0.00428,45.92,4.155,-0.01,1.618,-0.01,0.95,0.1,0.9,1.5
0.00416,47.81,3.949,-0.01,1.618,-0.01,1.0,0.1,0.9,1.5
0.01261,66.28,4.901,-0.01,1.0,62.48,0.05,0.15,0.9,1.5
0.01198,48.86,4.994,64.52,1.0,62.52,0.1,0.15,0.9,1.5
0.01141,57.25,4.999,45.69,1.0,62.52,0.15,0.15,0.9,1.5
0.01089,42.84,5.0,38.62,1.0,62.5,0.2,0.15,0.9,1.5
0.0114,43.66,5.0,34.99,1.0,62.48,0.25,0.15,0.9,1.5
0.01023,47.83,4.999,34.02,1.0,62.51,0.3,0.15,0.9,1.5
0.00963,47.16,5.0,34.23,1.0,62.48,0.35,0.15,0.9,1.5
0.00966,49.43,5.0,35.87,1.0,62.5,0.4,0.15,0.9,1.5
0.00956,51.73,5.0,37.63,1.0,62.48,0.45,0.15,0.9,1.5
0.0093,53.03,5.0,39.29,1.0,62.46,0.5,0.15,0.9,1.5
0.00908,54.29,5.0,41.93,1.0,62.49,0.55,0.15,0.9,1.5
0.00888,59.37,5.0,44.7,1.0,62.48,0.6,0.15,0.9,1.5
0.00875,57.95,5.0,47.55,1.0,62.47,0.65,0.15,0.9,1.5
0.00865,60.12,5.0,50.41,1.0,62.46,0.7,0.15,0.9,1.5
0.00856,62.0,5.0,53.28,1.0,62.45,0.75,0.15,0.9,1.5
0.0085,63.19,5.0,56.16,1.0,62.49,0.8,0.15,0.9,1.5
0.00847,65.0,5.0,59.06,1.0,62.48,0.85,0.15,0.9,1.5
0.00835,67.5,5.0,62.08,1.0,62.48,0.9,0.15,0.9,1.5
0.00812,69.61,5.0,65.09,1.0,62.48,0.95,0.15,0.9,1.5
0.008,72.94,5.0,68.21,1.0,62.47,1.0,0.15,0.9,1.5
0.01681,66.22,4.904,-0.01,1.0,47.8,0.05,0.2,0.9,1.5
0.01598,48.87,5.0,62.42,1.0,47.84,0.1,0.2,0.9,1.5
0.01637,41.65,4.999,43.97,1.0,47.82,0.15,0.2,0.9,1.5
0.01453,44.62,4.999,35.69,1.0,47.83,0.2,0.2,0.9,1.5
0.01556,39.12,4.999,31.58,1.0,47.8,0.25,0.2,0.9,1.5
0.01332,39.33,4.999,29.66,1.0,47.81,0.3,0.2,0.9,1.5
0.01346,40.89,4.999,29.66,1.0,47.84,0.35,0.2,0.9,1.5
0.01335,42.57,4.999,29.59,1.0,47.84,0.4,0.2,0.9,1.5
0.0122,43.29,4.999,30.93,1.0,47.8,0.45,0.2,0.9,1.5
0.0127,44.86,5.0,31.47,1.0,47.78,0.5,0.2,0.9,1.5
0.01207,45.58,5.0,33.02,1.0,47.81,0.55,0.2,0.9,1.5
0.01179,46.37,5.0,34.95,1.0,47.79,0.6,0.2,0.9,1.5
0.01183,46.66,5.0,36.97,1.0,47.77,0.65,0.2,0.9,1.5
0.01161,48.26,5.0,39.05,1.0,47.82,0.7,0.2,0.9,1.5
0.01145,48.93,5.0,41.14,1.0,47.8,0.75,0.2,0.9,1.5
0.01138,49.79,5.0,43.24,1.0,47.8,0.8,0.2,0.9,1.5
0.01135,51.71,5.0,45.35,1.0,47.79,0.85,0.2,0.9,1.5
0.01118,52.48,5.0,47.48,1.0,47.78,0.9,0.2,0.9,1.5
0.01084,54.56,5.0,49.6,1.0,47.77,0.95,0.2,0.9,1.5
0.01067,56.23,5.0,51.76,1.0,47.82,1.0,0.2,0.9,1.5
0.02041,65.94,4.902,-0.01,1.0,39.05,0.05,0.25,0.9,1.5
0.01997,48.27,4.994,62.39,1.0,39.06,0.1,0.25,0.9,1.5
0.01903,39.06,4.996,42.98,1.0,39.04,0.15,0.25,0.9,1.5
0.01979,36.52,5.0,34.33,1.0,39.11,0.2,0.25,0.9,1.5
0.01738,34.54,4.999,29.85,1.0,39.11,0.25,0.25,0.9,1.5
0.01965,35.01,4.999,27.81,1.0,39.06,0.3,0.25,0.9,1.5
0.01599,36.38,4.999,26.62,1.0,39.04,0.35,0.25,0.9,1.5
0.01778,37.32,4.999,25.84,1.0,39.05,0.4,0.25,0.9,1.5
0.0148,37.09,4.999,26.7,1.0,39.06,0.45,0.25,0.9,1.5
0.01639,38.2,4.999,27.73,1.0,39.09,0.5,0.25,0.9,1.5
0.01458,38.5,4.999,27.79,1.0,39.05,0.55,0.25,0.9,1.5
0.01546,39.25,4.999,29.11,1.0,39.03,0.6,0.25,0.9,1.5
0.01441,39.55,5.0,30.64,1.0,39.07,0.65,0.25,0.9,1.5
0.01467,40.66,5.0,32.21,1.0,39.05,0.7,0.25,0.9,1.5
0.0145,41.23,5.0,33.83,1.0,39.04,0.75,0.25,0.9,1.5
0.01427,45.3,5.0,35.45,1.0,39.02,0.8,0.25,0.9,1.5
0.01423,43.29,5.0,37.11,1.0,39.08,0.85,0.25,0.9,1.5
0.01406,44.08,5.0,38.79,1.0,39.06,0.9,0.25,0.9,1.5
0.01358,45.41,5.0,40.48,1.0,39.05,0.95,0.25,0.9,1.5
0.01334,47.1,5.0,42.09,1.0,39.04,1.0,0.25,0.9,1.5
0.02257,65.91,4.907,-0.01,1.0,33.27,0.05,0.3,0.9,1.5
0.02397,47.94,4.995,61.34,1.0,33.31,0.1,0.3,0.9,1.5
0.02284,38.73,4.996,42.54,1.0,33.27,0.15,0.3,0.9,1.5
0.0243,34.03,4.997,33.9,1.0,33.29,0.2,0.3,0.9,1.5
0.02187,32.45,4.999,29.23,1.0,33.29,0.25,0.3,0.9,1.5
0.02,32.06,4.999,26.01,1.001,33.32,0.3,0.3,0.9,1.5
0.02337,32.22,5.0,24.51,1.0,33.28,0.35,0.3,0.9,1.5
0.01846,31.94,5.0,23.96,1.0,33.29,0.4,0.3,0.9,1.5
0.01967,33.26,4.999,23.89,1.0,33.25,0.45,0.3,0.9,1.5
0.01942,32.83,5.0,24.61,1.0,33.24,0.5,0.3,0.9,1.5
0.01744,33.77,5.0,24.43,1.0,33.23,0.55,0.3,0.9,1.5
0.01901,34.73,5.001,25.23,1.0,33.22,0.6,0.3,0.9,1.5
0.01699,34.79,5.0,26.43,1.0,33.26,0.65,0.3,0.9,1.5
0.01817,35.8,5.0,27.65,1.0,33.23,0.7,0.3,0.9,1.5
0.01702,36.1,5.0,28.95,1.0,33.29,0.75,0.3,0.9,1.5
0.01752,37.25,5.0,30.25,1.0,33.27,0.8,0.3,0.9,1.5
0.01725,37.69,5.0,31.59,1.0,33.24,0.85,0.3,0.9,1.5
0.01684,39.12,5.0,32.93,1.0,33.23,0.9,0.3,0.9,1.5
0.01637,40.74,5.0,34.36,1.0,33.22,0.95,0.3,0.9,1.5
0.01603,40.72,5.0,35.76,1.0,33.29,1.0,0.3,0.9,1.5
0.02394,65.93,4.913,-0.01,1.0,29.09,0.05,0.35,0.9,1.5
0.02797,47.7,4.995,61.23,1.0,29.15,0.1,0.35,0.9,1.5
0.02665,38.27,5.0,43.08,1.0,29.23,0.15,0.35,0.9,1.5
0.02545,32.73,4.998,32.61,1.0,29.18,0.2,0.35,0.9,1.5
0.03008,30.46,4.999,28.37,1.0,29.2,0.25,0.35,0.9,1.5
0.02334,28.96,5.0,25.0,1.0,29.18,0.3,0.35,0.9,1.5
0.02241,28.87,4.999,23.11,1.0,29.2,0.35,0.35,0.9,1.5
0.02684,30.27,4.999,22.89,1.0,29.16,0.4,0.35,0.9,1.5
0.02169,29.8,5.0,21.82,1.001,29.21,0.45,0.35,0.9,1.5
0.02064,30.07,5.001,22.41,1.0,29.14,0.5,0.35,0.9,1.5
0.02381,30.79,4.999,23.04,1.0,29.14,0.55,0.35,0.9,1.5
0.01956,30.59,5.0,22.58,1.0,29.16,0.6,0.35,0.9,1.5
0.02153,31.54,5.0,23.41,1.0,29.09,0.65,0.35,0.9,1.5
0.02074,32.31,5.0,24.4,1.0,29.19,0.7,0.35,0.9,1.5
0.02015,32.49,5.0,25.46,1.0,29.12,0.75,0.35,0.9,1.5
0.02058,33.47,5.0,26.51,1.0,29.11,0.8,0.35,0.9,1.5
0.02008,34.5,5.0,27.65,1.0,29.17,0.85,0.35,0.9,1.5
0.01984,34.9,5.0,28.8,1.0,29.16,0.9,0.35,0.9,1.5
0.01917,36.3,5.0,29.96,1.0,29.13,0.95,0.35,0.9,1.5
0.01865,37.73,5.0,31.21,1.0,29.11,1.0,0.35,0.9,1.5
0.02486,65.79,4.905,-0.01,1.0,26.09,0.05,0.4,0.9,1.5
0.0321,47.59,5.002,59.58,1.0,26.12,0.1,0.4,0.9,1.5
0.03047,37.97,4.999,43.26,1.0,26.11,0.15,0.4,0.9,1.5
0.0291,32.47,4.997,32.6,1.0,26.07,0.2,0.4,0.9,1.5
0.0305,29.03,4.998,27.14,1.0,26.09,0.25,0.4,0.9,1.5
0.03386,27.39,5.0,24.23,1.0,26.16,0.3,0.4,0.9,1.5
0.02563,27.69,5.001,22.48,1.0,26.11,0.35,0.4,0.9,1.5
0.02464,26.73,4.999,21.51,1.001,26.14,0.4,0.4,0.9,1.5
0.03039,28.0,5.001,20.28,1.0,26.12,0.45,0.4,0.9,1.5
0.02547,27.8,5.001,20.59,1.0,26.09,0.5,0.4,0.9,1.5
0.02208,28.46,4.999,21.14,1.0,26.11,0.55,0.4,0.9,1.5
0.02689,29.2,5.001,21.64,1.0,26.09,0.6,0.4,0.9,1.5
0.02381,28.98,5.0,21.16,1.0,26.07,0.65,0.4,0.9,1.5
0.02252,29.75,5.0,22.0,1.0,26.05,0.7,0.4,0.9,1.5
0.02504,30.5,5.0,22.83,1.0,26.05,0.75,0.4,0.9,1.5
0.02218,30.62,5.0,23.73,1.0,26.12,0.8,0.4,0.9,1.5
0.02392,31.59,5.0,24.68,1.0,26.08,0.85,0.4,0.9,1.5
0.02234,31.74,5.0,25.66,1.0,26.05,0.9,0.4,0.9,1.5
0.02215,32.96,5.0,26.69,1.0,26.02,0.95,0.4,0.9,1.5
0.02126,34.22,5.0,27.71,1.0,26.12,1.0,0.4,0.9,1.5
0.02551,65.95,4.916,-0.01,1.0,23.68,0.05,0.45,0.9,1.5
0.03595,47.31,4.994,67.62,1.0,23.77,0.1,0.45,0.9,1.5
0.03429,37.79,5.0,42.27,1.001,23.81,0.15,0.45,0.9,1.5
0.03275,32.14,5.001,32.4,0.999,23.7,0.2,0.45,0.9,1.5
0.03134,28.16,5.0,27.13,1.0,23.79,0.25,0.45,0.9,1.5
0.03797,26.13,4.998,23.72,1.0,23.73,0.3,0.45,0.9,1.5
0.036,26.35,5.0,21.78,1.0,23.72,0.35,0.45,0.9,1.5
0.02774,24.96,4.999,20.51,1.0,23.7,0.4,0.45,0.9,1.5
0.02712,25.75,5.001,19.46,1.0,23.75,0.45,0.45,0.9,1.5
0.03389,26.21,4.999,19.29,1.0,23.78,0.5,0.45,0.9,1.5
0.02904,26.64,5.0,19.64,1.0,23.75,0.55,0.45,0.9,1.5
0.02402,79.99,5.0,20.05,1.001,23.78,0.6,0.45,0.9,1.5
0.0293,27.16,5.0,19.41,1.0,23.71,0.65,0.45,0.9,1.5
0.0284,27.75,4.999,20.05,1.0,23.73,0.7,0.45,0.9,1.5
0.02409,27.64,5.0,20.82,1.0,23.73,0.75,0.45,0.9,1.5
0.028,28.47,5.0,21.57,1.0,23.69,0.8,0.45,0.9,1.5
0.02612,29.23,4.999,22.41,1.0,23.68,0.85,0.45,0.9,1.5
0.02542,30.19,4.999,23.29,1.0,23.73,0.9,0.45,0.9,1.5
0.02507,31.18,5.0,24.17,1.0,23.72,0.95,0.45,0.9,1.5
0.02389,32.3,5.0,25.1,1.0,23.68,1.0,0.45,0.9,1.5
0.02599,65.98,4.919,-0.01,1.0,21.76,0.05,0.5,0.9,1.5
0.03926,47.26,4.993,70.39,1.001,21.91,0.1,0.5,0.9,1.5
0.04043,37.6,5.001,41.78,1.001,21.93,0.15,0.5,0.9,1.5
0.0364,31.85,4.995,33.34,1.0,21.91,0.2,0.5,0.9,1.5
0.03484,28.32,5.001,26.65,1.0,21.84,0.25,0.5,0.9,1.5
0.03619,25.21,5.001,23.21,0.999,21.93,0.3,0.5,0.9,1.5
0.04341,25.34,5.0,21.12,1.0,21.84,0.35,0.5,0.9,1.5
0.03676,25.44,5.0,19.53,1.0,21.85,0.4,0.5,0.9,1.5
0.0297,24.23,4.999,19.23,1.0,21.88,0.45,0.5,0.9,1.5
0.03084,24.93,5.001,18.26,1.0,21.86,0.5,0.5,0.9,1.5
0.03754,25.41,5.0,18.48,1.001,21.92,0.55,0.5,0.9,1.5
0.03234,25.78,5.001,18.78,1.001,21.91,0.6,0.5,0.9,1.5
0.02584,25.48,5.0,18.34,1.0,21.78,0.65,0.5,0.9,1.5
0.03157,26.26,4.999,18.59,1.0,21.82,0.7,0.5,0.9,1.5
0.03269,26.82,5.001,19.14,1.0,21.89,0.75,0.5,0.9,1.5
0.02674,26.63,4.999,19.91,1.001,21.91,0.8,0.5,0.9,1.5
0.03012,27.47,5.0,20.57,1.0,21.82,0.85,0.5,0.9,1.5
0.02956,28.24,5.0,21.32,1.0,21.82,0.9,0.5,0.9,1.5
0.02654,29.17,5.0,22.12,1.001,21.88,0.95,0.5,0.9,1.5
0.02755,30.2,5.0,22.91,1.0,21.87,1.0,0.5,0.9,1.5
0.02635,66.02,4.919,-0.01,1.0,20.31,0.05,0.55,0.9,1.5
0.04182,47.26,4.997,63.55,1.001,20.37,0.1,0.55,0.9,1.5
0.04632,37.45,4.999,42.86,0.999,20.28,0.15,0.55,0.9,1.5
0.04005,79.84,5.002,30.89,1.0,20.37,0.2,0.55,0.9,1.5
0.03834,27.88,4.996,27.16,0.999,20.27,0.25,0.55,0.9,1.5
0.03676,25.81,4.998,23.0,1.0,20.31,0.3,0.55,0.9,1.5
0.04488,24.5,4.999,21.0,1.0,20.31,0.35,0.55,0.9,1.5
0.04702,24.64,5.001,19.07,1.0,20.38,0.4,0.55,0.9,1.5
0.0364,23.16,5.0,18.34,1.001,20.39,0.45,0.55,0.9,1.5
0.03152,23.64,4.999,17.55,1.001,20.38,0.5,0.55,0.9,1.5
0.035,24.32,5.001,17.52,1.0,20.27,0.55,0.55,0.9,1.5
0.04129,24.76,5.001,17.76,1.001,20.38,0.6,0.55,0.9,1.5
0.03529,24.99,5.0,18.03,1.0,20.36,0.65,0.55,0.9,1.5
0.02754,24.74,5.0,17.52,1.001,20.39,0.7,0.55,0.9,1.5
0.03416,25.54,5.0,17.91,1.0,20.25,0.75,0.55,0.9,1.5
0.03659,26.09,5.0,18.43,1.0,20.34,0.8,0.55,0.9,1.5
0.02997,25.87,5.0,19.09,1.001,20.39,0.85,0.55,0.9,1.5
0.03147,26.73,5.0,19.77,1.0,20.25,0.9,0.55,0.9,1.5
0.03194,27.52,5.001,20.41,1.0,20.28,0.95,0.55,0.9,1.5
0.02845,28.4,5.0,21.18,1.001,20.35,1.0,0.55,0.9,1.5
0.02664,65.72,4.898,-0.01,1.001,19.07,0.05,0.6,0.9,1.5
0.04383,47.15,4.998,62.82,1.0,19.03,0.1,0.6,0.9,1.5
0.05131,37.36,4.996,45.55,1.0,19.11,0.15,0.6,0.9,1.5
0.04621,31.55,4.997,31.48,1.0,19.09,0.2,0.6,0.9,1.5
0.04184,27.69,5.0,26.25,1.0,19.04,0.25,0.6,0.9,1.5
0.04012,25.29,5.0,22.59,0.999,19.0,0.3,0.6,0.9,1.5
0.04188,23.8,4.998,20.65,1.0,19.05,0.35,0.6,0.9,1.5
0.0517,23.9,4.999,19.14,1.0,19.06,0.4,0.6,0.9,1.5
0.04883,22.39,4.998,17.89,1.0,19.05,0.45,0.6,0.9,1.5
0.03516,22.69,5.0,17.3,1.0,19.09,0.5,0.6,0.9,1.5
0.03322,23.15,5.001,16.67,1.0,19.06,0.55,0.6,0.9,1.5
0.03961,23.81,5.0,16.96,1.0,19.04,0.6,0.6,0.9,1.5
0.04507,24.22,4.999,17.23,1.0,19.02,0.65,0.6,0.9,1.5
0.03787,23.71,5.001,17.09,0.999,18.98,0.7,0.6,0.9,1.5
0.02939,23.43,5.001,16.85,1.0,19.0,0.75,0.6,0.9,1.5
0.03699,24.96,5.001,17.28,1.0,19.04,0.8,0.6,0.9,1.5
0.04023,25.48,5.0,17.8,0.999,18.96,0.85,0.6,0.9,1.5
0.03231,25.3,4.999,18.45,1.0,19.03,0.9,0.6,0.9,1.5
0.03258,26.18,5.0,19.05,1.0,19.05,0.95,0.6,0.9,1.5
0.03409,26.97,5.0,19.73,1.0,19.07,1.0,0.6,0.9,1.5
0.02686,65.95,4.904,-0.01,1.001,18.04,0.05,0.65,0.9,1.5
0.04543,79.58,4.998,60.73,0.999,17.89,0.1,0.65,0.9,1.5
0.05554,37.34,4.996,41.05,0.999,17.93,0.15,0.65,0.9,1.5
0.05384,31.44,4.998,31.17,1.001,18.11,0.2,0.65,0.9,1.5
0.04535,27.57,5.002,25.52,0.999,17.94,0.25,0.65,0.9,1.5
0.04349,24.82,4.999,22.93,1.0,17.97,0.3,0.65,0.9,1.5
0.04176,23.21,4.998,20.69,1.0,17.96,0.35,0.65,0.9,1.5
0.05151,23.28,5.001,18.41,0.999,17.91,0.4,0.65,0.9,1.5
0.05669,22.34,4.999,17.39,1.0,18.01,0.45,0.65,0.9,1.5
0.04917,22.0,4.999,17.0,1.0,18.03,0.5,0.65,0.9,1.5
0.03601,22.25,5.001,15.92,0.999,17.93,0.55,0.65,0.9,1.5
0.03481,21.94,4.999,16.25,1.0,17.94,0.6,0.65,0.9,1.5
0.04463,23.41,5.001,16.36,1.0,18.03,0.65,0.65,0.9,1.5
0.04888,23.78,5.0,16.64,1.001,18.04,0.7,0.65,0.9,1.5
0.03998,23.28,5.0,15.96,1.0,17.96,0.75,0.65,0.9,1.5
0.03171,23.0,4.999,16.43,1.0,17.97,0.8,0.65,0.9,1.5
0.04062,24.53,5.0,16.82,1.001,18.04,0.85,0.65,0.9,1.5
0.04244,25.05,4.999,17.33,1.0,17.96,0.9,0.65,0.9,1.5
0.03379,24.91,5.0,17.87,1.001,18.02,0.95,0.65,0.9,1.5
0.03421,25.76,4.999,18.55,1.001,18.05,1.0,0.65,0.9,1.5
0.02705,65.99,4.902,-0.01,0.999,16.95,0.05,0.7,0.9,1.5
0.04674,47.18,4.997,63.16,1.001,17.11,0.1,0.7,0.9,1.5
0.05915,37.2,5.0,41.48,1.0,17.09,0.15,0.7,0.9,1.5
0.0606,31.29,4.997,31.23,1.001,17.21,0.2,0.7,0.9,1.5
0.05026,27.41,4.997,27.21,1.0,17.1,0.25,0.7,0.9,1.5
0.04685,24.59,5.002,21.7,1.0,17.1,0.3,0.7,0.9,1.5
0.045,22.74,5.001,19.64,1.001,17.19,0.35,0.7,0.9,1.5
0.04773,22.69,4.998,18.42,0.999,17.0,0.4,0.7,0.9,1.5
0.05955,21.21,5.0,16.84,1.001,17.2,0.45,0.7,0.9,1.5
0.05978,21.44,5.0,16.49,1.0,17.07,0.5,0.7,0.9,1.5
0.04797,21.66,4.999,16.0,1.0,17.09,0.55,0.7,0.9,1.5
0.03751,20.98,5.001,15.44,1.0,17.09,0.6,0.7,0.9,1.5
0.03708,21.72,4.999,15.78,0.999,16.98,0.65,0.7,0.9,1.5
0.0501,23.07,5.001,15.89,0.999,17.0,0.7,0.7,0.9,1.5
0.05238,23.36,4.999,16.15,0.999,17.01,0.75,0.7,0.9,1.5
0.04143,22.92,4.999,15.55,1.0,17.07,0.8,0.7,0.9,1.5
0.0345,22.71,5.0,15.96,1.0,17.08,0.85,0.7,0.9,1.5
0.04298,24.2,5.0,16.41,0.999,16.99,0.9,0.7,0.9,1.5
0.04378,24.75,5.001,16.84,1.001,17.12,0.95,0.7,0.9,1.5
0.03574,24.59,5.0,17.42,0.999,16.98,1.0,0.7,0.9,1.5
0.02721,66.07,4.905,-0.01,1.0,16.27,0.05,0.75,0.9,1.5
0.04781,47.15,4.994,68.72,1.001,16.37,0.1,0.75,0.9,1.5
0.06229,37.21,5.0,41.52,1.0,16.25,0.15,0.75,0.9,1.5
0.06659,31.21,4.999,32.29,0.999,16.24,0.2,0.75,0.9,1.5
0.05913,27.28,5.002,25.25,1.0,16.39,0.25,0.75,0.9,1.5
0.05023,24.32,4.998,22.78,1.001,16.42,0.3,0.75,0.9,1.5
0.04825,22.3,4.999,19.83,1.0,16.29,0.35,0.75,0.9,1.5
0.04641,22.14,4.999,18.16,1.0,16.27,0.4,0.75,0.9,1.5
0.05826,20.73,4.998,17.2,1.001,16.39,0.45,0.75,0.9,1.5
0.06575,20.95,5.0,16.02,1.0,16.29,0.5,0.75,0.9,1.5
0.06097,21.17,5.001,14.77,0.999,16.25,0.55,0.75,0.9,1.5
0.04545,21.36,4.999,14.95,1.0,16.3,0.6,0.75,0.9,1.5
0.03892,20.81,4.999,15.12,0.999,16.24,0.65,0.75,0.9,1.5
0.04323,21.54,5.001,15.18,1.0,16.26,0.7,0.75,0.9,1.5
0.05578,22.8,4.999,15.58,1.001,16.41,0.75,0.75,0.9,1.5
0.05536,22.34,5.0,14.64,1.001,16.39,0.8,0.75,0.9,1.5
0.04205,22.59,5.0,15.1,1.001,16.38,0.85,0.75,0.9,1.5
0.03666,22.51,5.0,15.62,0.999,16.39,0.9,0.75,0.9,1.5
0.04541,24.03,5.0,16.05,1.001,16.37,0.95,0.75,0.9,1.5
0.04502,24.57,5.0,16.5,1.0,16.27,1.0,0.75,0.9,1.5
0.02734,66.2,4.914,-0.01,1.0,15.58,0.05,0.8,0.9,1.5
0.04871,47.12,4.99,80.0,1.0,15.6,0.1,0.8,0.9,1.5
0.06506,37.2,5.004,39.34,1.0,15.63,0.15,0.8,0.9,1.5
0.07189,31.15,5.001,31.43,1.0,15.64,0.2,0.8,0.9,1.5
0.06733,27.16,5.0,25.73,0.999,15.78,0.25,0.8,0.9,1.5
0.0536,24.46,4.998,22.73,1.0,15.63,0.3,0.8,0.9,1.5
0.05149,22.0,5.0,19.5,1.0,15.61,0.35,0.8,0.9,1.5
0.04953,21.62,5.001,17.43,1.0,15.65,0.4,0.8,0.9,1.5
0.05397,20.3,4.998,16.98,1.001,15.69,0.45,0.8,0.9,1.5
0.06743,20.51,5.002,15.5,1.0,15.63,0.5,0.8,0.9,1.5
0.07002,20.74,4.999,15.42,0.999,15.56,0.55,0.8,0.9,1.5
0.06031,20.95,5.0,14.33,0.999,15.54,0.6,0.8,0.9,1.5
0.04191,20.21,5.001,14.39,1.0,15.64,0.65,0.8,0.9,1.5
0.04023,20.76,5.001,14.49,1.0,15.6,0.7,0.8,0.9,1.5
0.05047,21.38,5.001,13.85,0.999,15.55,0.75,0.8,0.9,1.5
0.0614,22.54,5.001,14.01,1.0,15.56,0.8,0.8,0.9,1.5
0.05736,22.12,5.0,14.37,0.999,15.51,0.85,0.8,0.9,1.5
0.04102,21.64,5.0,14.81,1.0,15.63,0.9,0.8,0.9,1.5
0.03927,22.39,4.999,15.35,1.001,15.7,0.95,0.8,0.9,1.5
0.04763,23.9,5.0,15.76,1.001,15.73,1.0,0.8,0.9,1.5
0.02746,65.84,4.893,-0.01,0.999,14.88,0.05,0.85,0.9,1.5
0.04947,47.12,4.99,80.0,1.001,15.08,0.1,0.85,0.9,1.5
0.0675,37.06,5.003,39.47,1.0,15.02,0.15,0.85,0.9,1.5
0.07664,30.99,4.996,33.52,1.0,15.04,0.2,0.85,0.9,1.5
0.07476,26.98,4.999,26.1,1.001,15.13,0.25,0.85,0.9,1.5
0.06269,24.34,4.997,22.68,0.999,15.0,0.3,0.85,0.9,1.5
0.05474,22.43,4.997,20.16,1.001,15.17,0.35,0.85,0.9,1.5
0.05266,79.39,5.0,18.18,1.001,15.17,0.4,0.85,0.9,1.5
0.05073,19.93,5.0,16.07,1.001,15.14,0.45,0.85,0.9,1.5
0.06546,20.13,5.0,15.43,1.0,15.03,0.5,0.85,0.9,1.5
0.07478,20.34,5.0,15.07,0.999,14.93,0.55,0.85,0.9,1.5
0.07218,20.56,4.998,14.05,1.0,15.0,0.6,0.85,0.9,1.5
0.05784,20.74,4.999,14.05,0.999,14.97,0.65,0.85,0.9,1.5
0.04278,20.05,5.0,14.16,0.999,14.95,0.7,0.85,0.9,1.5
0.04147,20.73,5.0,13.63,1.0,14.99,0.75,0.85,0.9,1.5
0.05847,21.27,5.0,13.54,0.999,14.9,0.8,0.85,0.9,1.5
0.06611,21.65,5.001,13.76,1.0,15.0,0.85,0.85,0.9,1.5
